[0.543810,0.291163,0.364011,-0.009377,-0.384331,0.021394,0.127459,-0.567881]
[-0.187977,-0.601507,0.380690,0.266227,0.451086,0.033011,0.106438,0.413709]
[0.005752,0.457445,0.461496,-0.253316,-0.154358,0.514711,-0.399347,0.255601]
[-0.351143,-0.426843,-0.302254,-0.280082,-0.060409,0.372954,0.511361,-0.347083]
[-0.254031,-0.218021,0.368329,-0.493944,0.359061,0.533811,-0.307163,-0.007722]
[0.171193,-0.196430,0.407591,0.348952,-0.067690,-0.468934,-0.460384,0.455824]
[0.133861,-0.042983,-0.401153,-0.425176,-0.491753,-0.531857,-0.070648,-0.329926]
[-0.354000,-0.543419,0.424318,0.146093,0.005113,-0.293275,-0.058893,-0.537109]
[-0.452923,0.080984,-0.311307,0.242320,0.579130,-0.033250,-0.430378,-0.333090]
[-0.379674,-0.304263,0.438417,0.330751,-0.262397,0.114537,0.403623,-0.465601]
[-0.315896,0.033520,0.334412,0.395570,-0.177413,-0.114149,-0.762685,0.067716]
[0.351626,0.144050,0.534832,-0.616736,-0.256191,-0.336610,0.074495,-0.068636]
[-0.263656,0.454437,0.478256,0.055080,-0.215389,0.500413,0.251321,0.363651]
[0.072269,0.120858,0.636488,-0.119013,-0.114665,0.078945,0.721763,-0.143414]
[-0.594423,0.521590,0.206682,-0.036122,-0.382290,-0.142511,0.393217,0.097509]
[0.154269,-0.002597,-0.392939,0.026183,-0.039801,0.716707,0.045280,-0.551185]
[-0.480854,0.378760,0.078539,-0.299383,-0.041196,0.196516,-0.075488,-0.695348]
[0.160482,-0.153353,0.514711,0.233681,-0.370252,0.176049,0.666308,0.138377]
[-0.388070,0.004798,0.429473,-0.341699,-0.529644,-0.058760,0.403836,0.317985]
[-0.327662,0.098391,0.279388,0.170622,0.329645,0.520124,0.363447,0.514295]
[0.215976,0.436173,-0.167155,0.153875,-0.176893,-0.342897,0.563877,-0.494632]
[-0.417933,-0.277733,-0.299266,0.180243,0.011550,0.462996,-0.554001,0.323625]
[0.038431,-0.220554,0.700243,-0.089845,0.312039,-0.591846,0.061290,0.007716]
[0.397897,0.387948,0.360057,-0.477443,-0.056699,0.340449,-0.383902,-0.258999]
